Wilayah,Provinsi,Kabupaten/Kota,Nama Wisata,Rating,Reviews,Jenis Wisata,Latitude,Longitude
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Matandik Beach,4.3,3,Air,3.8563784,126.6758827
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Talowara,4.5,2,Air,4.7355428,127.0833885
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Bowombaru utara,5,2,Air,4.0412479,126.8020608
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Bulude Selatan,4.5,2,Air,4.5171355,126.7229625
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Nanoan,4.7,3,Air,4.5068423,126.7211899
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Racuna,5,1,Air,5.5500642,126.5780229
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Pasir Putih MANGLENDAP,5,1,Air,4.2025371,126.8560861
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Bao,3.5,2,Air,4.0106435,126.6694363
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Kordakel,4.8,4,Air,3.7992062,126.7525694
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Pantai Desa Akas Balane,4,1,Air,3.7889786,126.8354657
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Wisata Pantai,3.5,4,Air,3.8669548,126.6849335
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Air Terjun Desa Pannulan,4.4,5,Air,3.7630851,126.7784709
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Air terjun ampas doap,4.3,4,Air,4.2472682,126.8142605
Sulawesi,Sulawesi Utara,Kepulauan Talaud,AIR TERJUN MAKATARA,5,1,Air,4.2741503,126.7573373
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Objek Wisata Telaga Lotta Indah,4.9,9,Air,3.9007874,126.7164041
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Objek Wisata Pantai Mangaramba Beach,4.3,6,Air,4.1266523,126.8007224
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Taman Segitiga Beo,4,1,Taman,4.2271519,126.7908012
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Kebun Annalan,5,1,Taman,4.4329399,126.7215406
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Lawasan Beach,4,2,Air,3.8597654,126.6876358
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Puarang,5,1,Taman,4.0133125,126.7210625
Sulawesi,Sulawesi Utara,Kepulauan Talaud,PANTAI INDAH MELONGUANE,4.7,10,Air,3.9958604,126.6784797
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Kebun Wurahan (fernis),5,1,Taman,4.541978,126.7466457
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Tugu Santiago,5,3,Monumen,5.5501593,126.5815165
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Monumen Tuhan Yesus Raja Memberkati,4.5,214,Religi,4.004943,126.6827009
Sulawesi,Sulawesi Utara,Kepulauan Talaud,TUGU SALIB YESUS,5,1,Religi,4.5449777,126.7491288
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Patung Larenggam,5,1,Monumen,3.9395537,126.6928393
Sulawesi,Sulawesi Utara,Kepulauan Talaud,"Situs sejarah ""UWAE PAMAMARUA""",5,1,Monumen,4.756394,127.1159105
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Northern Republic Indonesia Monument Miangas,4.5,6,Monumen,4.7325266,127.1169344
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Puncak Keramat Indonesia,4.9,14,Bukit,5.5625223,126.5889724
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Patung Raja Larenggam,5,1,Monumen,4.49841,126.8293159
Sulawesi,Sulawesi Utara,Kepulauan Talaud,Monumen Santiago,4.6,62,Monumen,5.5531888,126.5816421
Sulawesi,Sulawesi Utara,Minahasa,Pantai dua enam jaya,4.4,62,Air,1.2589135,125.0558797
Sulawesi,Sulawesi Utara,Minahasa,Pantai New Triple M,4.5,528,Air,1.2441548,125.0533937
Sulawesi,Sulawesi Utara,Minahasa,Pantai Bandeng,4.7,7,Air,1.093576,124.984273
Sulawesi,Sulawesi Utara,Minahasa,Pantai Bulo Rerer,4.7,71,Air,1.26933,125.0591135
Sulawesi,Sulawesi Utara,Minahasa,Pantai Waleinsorit,4.5,35,Air,1.0469966,124.9378384
Sulawesi,Sulawesi Utara,Minahasa,PANTAI KAPATARAN,5,2,Air,1.1790346,125.0345873
Sulawesi,Sulawesi Utara,Minahasa,Pantai Tanjung Atep Oki,5,10,Air,1.1461615,125.0238223
Sulawesi,Sulawesi Utara,Minahasa,Pantai Atep Oki,4.6,12,Air,1.1417472,125.022742
Sulawesi,Sulawesi Utara,Minahasa,Pantai Kabesaran,4.7,105,Air,1.177464,125.0329944
Sulawesi,Sulawesi Utara,Minahasa,Pantai Mangket,4.6,40,Air,1.2955769,125.067266
Sulawesi,Sulawesi Utara,Minahasa,Sunrise Beach,4.7,30,Air,1.2851143,125.062997
Sulawesi,Sulawesi Utara,Minahasa,Pantai Indo Beach,4.2,140,Air,1.1940803,125.0375173
Sulawesi,Sulawesi Utara,Minahasa,PANTAI RARUMIS KAROR,4.8,5,Air,1.1153265,125.0033342
Sulawesi,Sulawesi Utara,Minahasa,Pantai Tinggian,4.6,47,Air,1.2374987,125.0502637
Sulawesi,Sulawesi Utara,Minahasa,Pantai Kombi Wangko (KC),4.7,10,Air,1.2148036,125.0436043
Sulawesi,Sulawesi Utara,Minahasa,Pantai Pasir Putih MANGKET,4.8,5,Air,1.2923463,125.0663219
Sulawesi,Sulawesi Utara,Minahasa,PANTAI RANOWANGKO RESORT,4.6,78,Air,1.2087083,125.0433198
Sulawesi,Sulawesi Utara,Minahasa,Pantai sawangan kec kombi,4.5,13,Air,1.2195955,125.0468491
Sulawesi,Sulawesi Utara,Minahasa,Taman Cita Waya Langowan,4.4,206,Taman,1.1568366,124.8439584
Sulawesi,Sulawesi Utara,Minahasa,Wo'U Cafe,4.6,364,Taman,1.3005638,124.9114959
Sulawesi,Sulawesi Utara,Minahasa,Taman Wisata Toar Lumimuut,4.4,378,Taman,1.2550742,124.778319
Sulawesi,Sulawesi Utara,Minahasa,Taman Kota Tondano,4.5,695,Taman,1.30067,124.9108419
Sulawesi,Sulawesi Utara,Minahasa,Taman Kepo Sonder,4.7,10,Taman,1.266745,124.7845444
Sulawesi,Sulawesi Utara,Minahasa,Temboan Peak Rurukan,4.6,394,Taman,1.3364809,124.8844624
Sulawesi,Sulawesi Utara,Minahasa,YOLA GARDEN TAHAWE,5,1,Taman,1.2201315,124.8462574
Sulawesi,Sulawesi Utara,Minahasa,Tunan JICISA Garden,5,1,Taman,1.2423248,124.9330244
Sulawesi,Sulawesi Utara,Minahasa,Taman Air Kalasey,4.4,180,Taman,1.4392497,124.7718079
Sulawesi,Sulawesi Utara,Minahasa,Lapangan Schwarz Langowan,4.4,233,Taman,1.1555162,124.8408641
Sulawesi,Sulawesi Utara,Minahasa,Danau Tondano,4.7,3,Air,1.2333752,124.9008987
Sulawesi,Sulawesi Utara,Minahasa,Tirta Agrapana Tompaso,4.8,13,Air,1.1789706,124.7988312
Sulawesi,Sulawesi Utara,Minahasa,Sabuah Namoe- Namoe,5,2,Taman,1.2063839,124.797058
Sulawesi,Sulawesi Utara,Minahasa,Taman SHS Perlimaan Kawangkoan Tompaso,5,1,Taman,1.1952991,124.7933692
Sulawesi,Sulawesi Utara,Minahasa,Ranoan,4.7,6,Taman,1.1764153,124.7798388
Sulawesi,Sulawesi Utara,Minahasa,Lewetan Kayuuwi Satu,4.4,22,Taman,1.2060674,124.7772315
Sulawesi,Sulawesi Utara,Minahasa,Patung Sarapung - Korengkeng Statue de Deux Chevaliers de Tondano,4.6,330,Monumen,1.2947208,124.9100913
Sulawesi,Sulawesi Utara,Minahasa,Tugu Tani,4.6,271,Monumen,1.2510834,124.7879227
Sulawesi,Sulawesi Utara,Minahasa,Tugu Puskopad,4.5,4,Monumen,1.4672919,124.9292349
Sulawesi,Sulawesi Utara,Minahasa,Patung Monumen Desa Eris,5,2,Monumen,1.2280402,124.9179421
Sulawesi,Sulawesi Utara,Minahasa,Benteng Moraya,4.5,399,Monumen,1.2907294,124.9084092
Sulawesi,Sulawesi Utara,Minahasa,Manumen Tugu Kawangkoan,4.9,9,Monumen,1.2002923,124.7892283
Sulawesi,Sulawesi Utara,Minahasa,Monumen Pahlawan B. W. Lapian dan Ch. Ch. Taulu,4.6,15,Monumen,1.1975026,124.7922408
Sulawesi,Sulawesi Utara,Minahasa,Tugu,4,8,Monumen,1.2388866,124.8821685
Sulawesi,Sulawesi Utara,Minahasa,Monumen Misionaris JG Schwarz Langowan,4.6,18,Monumen,1.1536602,124.8399787
Sulawesi,Sulawesi Utara,Minahasa,Monumen Tuhan Yesus Memberkati Kawangkoan,4.7,3,Monumen,1.1934578,124.7906693
Sulawesi,Sulawesi Utara,Minahasa,Monumen Toulimembet Orang Menyebrang,5,7,Monumen,1.196845,124.9058054
Sulawesi,Sulawesi Utara,Minahasa,Monumen Mamahit Remboken,4,2,Monumen,1.2303675,124.860981
Sulawesi,Sulawesi Utara,Minahasa,Tugu Monas Tondano,4.5,55,Monumen,1.3010861,124.9110891
Sulawesi,Sulawesi Utara,Minahasa,Pinus 2 Soputan,4.8,80,Taman,1.1439056,124.7520341
Sulawesi,Sulawesi Utara,Minahasa,Turung Gunung,5,1,Bukit,1.1525073,124.8439635
Sulawesi,Sulawesi Utara,Minahasa,Puncak gunung soputan,4.5,6,Bukit,1.114409,124.7368005
Sulawesi,Sulawesi Utara,Minahasa,Gunung Lengkoan,4,6,Bukit,1.2358915,124.8146593
Sulawesi,Sulawesi Utara,Minahasa,Pemandangan Gunung Soputan,4.8,5,Bukit,1.130439,124.74827
Sulawesi,Sulawesi Utara,Minahasa,Gunung Tatawiran,5,1,Bukit,1.3654289,124.767072
Sulawesi,Sulawesi Utara,Minahasa,Mt. Soputan,4.7,14,Bukit,1.1144444,124.7375
Sulawesi,Sulawesi Utara,Minahasa,Mount Lokon Crater,4.7,163,Bukit,1.363995,124.799021
Sulawesi,Sulawesi Utara,Minahasa,Kuntung Tampusu,4.8,31,Bukit,1.2652778,124.8547222
Sulawesi,Sulawesi Utara,Minahasa,Mount Tondano,3.4,21,Bukit,1.23,124.83
Sulawesi,Sulawesi Utara,Minahasa,Soputan,4.6,168,Bukit,1.1144444,124.7375
Sulawesi,Sulawesi Utara,Minahasa,Puncak lengkoan,4.9,9,Bukit,1.2344274,124.8070901
Sulawesi,Sulawesi Utara,Minahasa,Mount Empung,4.2,40,Bukit,1.358333,124.791667
Sulawesi,Sulawesi Utara,Minahasa,Bukit Kasih Kanonang,4.3,1484,Bukit,1.1653281,124.7659944
Sulawesi,Sulawesi Utara,Minahasa,GPdI Betlehem Tandengan,5,1,Religi,1.2348407,124.9254392
Sulawesi,Sulawesi Utara,Minahasa,Ketama Adventure Park,4.4,363,Religi,1.2652048,124.9366797
Sulawesi,Sulawesi Utara,Minahasa,GPdI BukitMoria Wengkol,4,1,Religi,1.305217,124.916646
Sulawesi,Sulawesi Utara,Minahasa,Al-Muflihun Jaton,4.4,12,Religi,1.3091006,124.9193278
Sulawesi,Sulawesi Utara,Minahasa,Rumah Ibadah Yahudi Sha'ar Hashamayim Synagogue Minahasa Sulawesi Utara,5,9,Religi,1.3081487,124.9074688
Sulawesi,Sulawesi Utara,Minahasa,GSKI GOSYEN,5,2,Religi,1.4243282,124.8094348
Sulawesi,Sulawesi Utara,Minahasa,GPDI Berea,4.6,5,Religi,1.3047283,124.9077828
Sulawesi,Sulawesi Utara,Minahasa,Great Mosque of Al-Falah Kyai Modjo,4.8,259,Religi,1.3103753,124.9195481
Sulawesi,Sulawesi Utara,Minahasa,Hidden Paradise Minahasa,4.7,18,Taman,1.3621873,124.9032041
Sulawesi,Sulawesi Utara,Minahasa,Puncak Tetetana Suluan,4.6,774,Taman,1.3708998,124.8894221
Sulawesi,Sulawesi Utara,Minahasa,Taman Semadi St.Matheus Kamangta,4.5,20,Taman,1.4386219,124.8746965
Sulawesi,Sulawesi Utara,Minahasa,Uluna Tondano,4.6,99,Taman,1.2988209,124.892333
Sulawesi,Sulawesi Utara,Minahasa,Makatete Hills,4.6,1190,Taman,1.4291212,124.8252614
Sulawesi,Sulawesi Utara,Minahasa,WISATA ALAM MINAHASA SULUT - HOLLYWOOD HILLS LENGKOAN,5,18,Taman,1.2423404,124.8155518
Sulawesi,Sulawesi Utara,Minahasa,Kolam Renang Blessing Park,3.9,41,Air,1.2857042,124.9050603
Sulawesi,Sulawesi Utara,Minahasa,Lomban Waterpark,4.4,813,Air,1.4409641,124.7676546
Sulawesi,Sulawesi Utara,Minahasa,Kolam Renang R2 FM Bethesda Tumaratas,5,1,Air,1.1586048,124.8059391
Sulawesi,Sulawesi Utara,Minahasa,Kolam Renang Langowan,3.9,18,Air,1.1666264,124.8549758
Sulawesi,Sulawesi Utara,Minahasa,Kolam Renang Keluarga Blessing,4.4,111,Air,1.4366308,124.7711965
Sulawesi,Sulawesi Utara,Minahasa,Paradise Waterpark,4.6,45,Air,1.4381267,124.7879615
Sulawesi,Sulawesi Utara,Minahasa,Kolam Air Panas Om Nyong,4.4,199,Air,1.2873232,124.8789435
Sulawesi,Sulawesi Utara,Minahasa,Kolam Renang Navigo,4.6,17,Air,1.4364427,124.7707069
Sulawesi,Sulawesi Utara,Minahasa,Kolam Renang,4.1,82,Air,1.29833,124.90112
Sulawesi,Sulawesi Utara,Minahasa,KOLAM RENANG WAIKI,4.3,7,Air,1.4406932,124.7717383
Sulawesi,Sulawesi Utara,Minahasa,Golden Green Swimming Pool,4.5,139,Air,1.2935845,124.9003669
Sulawesi,Sulawesi Utara,Minahasa,Makarios kolam air panas & cafe,4.4,60,Air,1.2924804,124.8989042
Sulawesi,Sulawesi Utara,Minahasa,kolam renang beth satha kalasey,4.6,102,Air,1.4382173,124.7710262
Sulawesi,Sulawesi Utara,Minahasa,KOLAM AIR PANAS MARFEL TATAARAN 1,4.2,349,Air,1.2873084,124.8840399
Sulawesi,Sulawesi Utara,Minahasa,kolam renang taman bali tateli,4.6,173,Air,1.4394615,124.7576097
Sulawesi,Sulawesi Utara,Minahasa,Po'opo hot spring swimming pool unima Tonsaru Tondano,4.4,415,Air,1.272975166,124.892266
Sulawesi,Sulawesi Utara,Minahasa,Pemandian Air Panas CISMAS Hotspring,4.8,58,Air,1.2772389,124.8827643
Sulawesi,Sulawesi Utara,Minahasa,Pemandian Air Panas,4.3,67,Air,1.276226,124.888331
Sulawesi,Sulawesi Utara,Minahasa,A hot water bath'S BLESSING,4.4,216,Air,1.285081,124.8776666
Sulawesi,Sulawesi Utara,Minahasa,"Pemandian Air Panas "" D'Moy """,4.9,7,Air,1.2100507,124.8553501
Sulawesi,Sulawesi Utara,Minahasa,Hot Water Bathing place,4,63,Air,1.2850256,124.8770321
Sulawesi,Sulawesi Utara,Minahasa,Pemandian Air Panas,4.2,71,Air,1.1717489,124.8209038
Sulawesi,Sulawesi Utara,Minahasa,Gracía Onsen,5,1,Air,1.2765953,124.8835266
Sulawesi,Sulawesi Utara,Minahasa,"Pemandian Air Panas ""JORGEN"" Karumenga",4.6,105,Air,1.1694611,124.8326843
Sulawesi,Sulawesi Utara,Minahasa,Kolam Air Panas Koya,4.1,224,Air,1.2930798,124.8974274
Sulawesi,Sulawesi Utara,Minahasa,Kolam Air Panas Om Nyong,4.4,199,Air,1.2873232,124.8789435
Sulawesi,Sulawesi Utara,Minahasa,Air panas Kinali,4.4,18,Air,1.2031697,124.8025502
Sulawesi,Sulawesi Utara,Minahasa,Pemandian Air Panas,5,15,Air,1.2089841,124.855392
Sulawesi,Sulawesi Utara,Minahasa,KOLAM AIR PANAS MARFEL TATAARAN 1,4.2,349,Air,1.2873084,124.8840399
Sulawesi,Sulawesi Utara,Minahasa,Pemandian Air Panas Leilem,4.6,158,Air,1.2659483,124.8173567
Sulawesi,Sulawesi Utara,Minahasa,Air Panas Tondegesan,4,2,Air,1.2023548,124.8046466
Sulawesi,Sulawesi Utara,Minahasa ,Air Terjun Desa Tincep (Tekaan Rangka Kengkang),4.5,196,Air,1.2818609,124.7355526
Sulawesi,Sulawesi Utara,Minahasa ,Mercy Water Park,4.5,967,Air,1.4426758,124.7674943
Sulawesi,Sulawesi Utara,Minahasa ,Institut Seni Budaya,4.6,79,Taman,1.1830186,124.7922626
Sulawesi,Sulawesi Utara,Minahasa ,Museum Pinawetengan,4.7,76,Monumen,1.1829166,124.7936445
Sulawesi,Sulawesi Utara,Minahasa ,Tugu Desa Sea,4.6,339,Monumen,1.4279504,124.8030023
Sulawesi,Sulawesi Utara,Minahasa ,Indonesian Holocaust Museum,4,83,Monumen,1.3080996,124.9075314
Sulawesi,Sulawesi Utara,Minahasa Selatan,Tumpaan Park,3.9,78,Taman,1.2448286,124.6131248
Sulawesi,Sulawesi Utara,Minahasa Selatan,Taman Amurang,4.3,108,Taman,1.1844827,124.5725748
Sulawesi,Sulawesi Utara,Minahasa Selatan,Pantai Alar Pondang,4.3,128,Air,1.2152258,124.5949146
Sulawesi,Sulawesi Utara,Minahasa Selatan,Sasayaban Hills,4.4,67,Bukit,1.1785281,124.5749181
Sulawesi,Sulawesi Utara,Minahasa Selatan,Teletabis Beach,4.4,61,Air,1.1082592,124.3414094
Sulawesi,Sulawesi Utara,Minahasa Selatan,Pantai Moinit,3.9,118,Air,1.1847225,124.4904066
Sulawesi,Sulawesi Utara,Minahasa Selatan,Taman Efron Sonder,4.3,63,Taman,1.2446472,124.7846815
Sulawesi,Sulawesi Utara,Minahasa Selatan,Kilo Tiga Rock Climb,4.3,60,Bukit,1.1535596,124.5787838
Sulawesi,Sulawesi Utara,Minahasa Selatan,Forte Português do Século XVI em Amurang Benteng Portugis,4.3,173,Monumen,1.1855192,124.5728498
Sulawesi,Sulawesi Utara,Minahasa Selatan,Pantai Songkur AMURANG,3.7,53,Air,1.1858212,124.4771549
Sulawesi,Sulawesi Utara,Minahasa Selatan,Pantai Kapitu,4.4,21,Air,1.1914017,124.5205899
Sulawesi,Sulawesi Utara,Minahasa Selatan,Wisata Pantai Poigar,4.4,37,Air,1.0199181,124.3062221
Sulawesi,Sulawesi Utara,Minahasa Selatan,Pantai Lopana,4.3,12,Air,1.2277689,124.6063803
Sulawesi,Sulawesi Utara,Minahasa Selatan,Air Terjun Tu'nan,4.8,25,Air,1.2541179,124.7449963
Sulawesi,Sulawesi Utara,Minahasa Selatan,Air Terjun Takaan,4.5,26,Air,1.1530605,124.5910747
Sulawesi,Sulawesi Utara,Minahasa Selatan,Air Terjun Sendowan,4.5,18,Air,1.2205713,124.6195497
Sulawesi,Sulawesi Utara,Minahasa Selatan,Air Terjun Popontolen,4.6,18,Air,1.2698211,124.6356466
Sulawesi,Sulawesi Utara,Minahasa Selatan,Molinow Waterfalls,4.5,13,Air,1.0930492,124.4600961
Sulawesi,Sulawesi Utara,Minahasa Selatan,Bukit Doa Pinaling,4.4,32,Religi,1.1976519,124.6259478
Sulawesi,Sulawesi Utara,Minahasa Selatan,GUNUNG PAYUNG POOPO,4.9,12,Bukit,0.9627102,124.46734
Sulawesi,Sulawesi Utara,Minahasa Selatan,"Kawasan wisata Alam ""Manguni Sapalalum"" Lelema Minahasa Selatan",5,30,Taman,1.27534,124.6488533
Sulawesi,Sulawesi Utara,Minahasa Selatan,Bukit Doa,3.9,23,Bukit,1.1948296,124.6143102
Sulawesi,Sulawesi Utara,Minahasa Selatan,Pantai Alar II Pondang,4.2,27,Religi,1.2059522,124.5892002
Sulawesi,Sulawesi Utara,Minahasa Selatan,Pantai Mangatasik,4.1,406,Air,1.3940797,124.6581148
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Air Terjun Tangkulung,5,2,Air,1.0461843,124.8765634
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Pantai Lumintang Ratahan,4.3,464,Air,0.9992036,124.8915565
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Pantai Tumbak,4.3,14,Air,0.970202,124.875374
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Pantai Mega Minanga,4.4,24,Air,0.9694473,124.8606565
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Aer Konde Ratahan,4.5,248,Air,1.0412594,124.8033742
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Air Konde Southeast Minahasa,4.3,62,Air,1.041053,124.8039115
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Ranombolay Waterpark,4.2,17,Air,1.0407047,124.7290774
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Danau Lumpias Ratahan,4.7,12,Air,1.0031482,124.77676
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Danau Bulilin,4.1,9,Air,1.0430556,124.6736111
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Luah Kuyanga,4.7,10,Air,1.0388889,124.6975
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Kebun Raya Megawati Soekarno Putri,4.2,19,Taman,0.8892480318,124.6697858
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Gunung Potong,4.6,8,Bukit,0.8819545215,124.6874982
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Puncak Rumochoy,5,6,Bukit,1.043081,124.6771022
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Puncak Manimporok,5,3,Bukit,1.0925913,124.7680864
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Puncak Anugerah,4.5,60,Bukit,0.9974203,124.7048179
Sulawesi,Sulawesi Utara,Minahasa Tenggara,PUNCAK KELETAMBAL,4.4,5,Bukit,1.01484,124.689073
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Wisata Gn. Soputan,5,3,Bukit,1.1113864,124.710658
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Taman Nasional,4.3,3,Taman,0.8886091,124.6656726
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Taman Kota Tombatu,4,55,Taman,1.0428808,124.6884372
Sulawesi,Sulawesi Utara,Minahasa Tenggara,Tumbak Island Cottage,4.5,81,Air,0.9748999,124.887656
Sulawesi,Sulawesi Utara,Minahasa Tenggara,GMAHK Taman Harapan - Tatengesan,4.2,5,Taman,0.9856934,124.8683056
Sulawesi,Sulawesi Utara,Minahasa Utara,Objek Wisata Danau Seper,3.9,60,Air,1.3732876,124.9952658
Sulawesi,Sulawesi Utara,Minahasa Utara,Air Terjun Tunan Talawaan,4.5,111,Air,1.5682603,124.9728938
Sulawesi,Sulawesi Utara,Minahasa Utara,Pemandian Air Panas Wayasa Kaleosan,4.5,28,Air,1.4286925,124.9173443
Sulawesi,Sulawesi Utara,Minahasa Utara,Air Terjun Masongsor,4.8,13,Air,1.3269375,125.0199375
Sulawesi,Sulawesi Utara,Minahasa Utara,Air Terjun LENSO,4.4,5,Air,1.3833735,125.0322766
Sulawesi,Sulawesi Utara,Minahasa Utara,Air Terjun KINAAPIAN,4.7,6,Air,1.6231721,125.01077
Sulawesi,Sulawesi Utara,Minahasa Utara,Air Terjun Kelimbun Tumbohon,4.6,18,Air,1.5742174,124.9583508
Sulawesi,Sulawesi Utara,Minahasa Utara,Archaeological Park Waruga,4.6,186,Monumen,1.3925883,124.9635806
Sulawesi,Sulawesi Utara,Minahasa Utara,Bukit Larata Desa Kinunang,4.7,129,Bukit,1.6663828,125.1621136
Sulawesi,Sulawesi Utara,Minahasa Utara,Tunan Waterfalls,4.5,233,Air,1.569844,124.9789124
Sulawesi,Sulawesi Utara,Minahasa Utara,BENDUNGAN KUWIL KAWANGKOAN,4.6,304,Air,1.4462266,124.9320354
Sulawesi,Sulawesi Utara,Minahasa Utara,Bukit Teletubbies Rerer,4.7,7,Bukit,1.2902075,125.0559538
Sulawesi,Sulawesi Utara,Minahasa Utara,Mount Tumpa,4.6,208,Bukit,1.5658333,124.8447222
Sulawesi,Sulawesi Utara,Minahasa Utara,Desa Wisata Budo,4.7,430,Taman,1.626926,124.8799402
Sulawesi,Sulawesi Utara,Minahasa Utara,Bukit Savana Pulisan,4.7,124,Bukit,1.6793692,125.1522821
Sulawesi,Sulawesi Utara,Minahasa Utara,Mount Klabat,4.5,241,Bukit,1.4533333,125.0308333
Sulawesi,Sulawesi Utara,Minahasa Utara,Bukit WALEPOSAN Lembean,4.3,16,Bukit,1.372101,124.996312
Sulawesi,Sulawesi Utara,Minahasa Utara,Bukit Doa APKB,5,10,Bukit,1.5224954,124.9446522
Sulawesi,Sulawesi Utara,Minahasa Utara,"Bukit Pandangan ""Rae Waya Hills""",4.5,158,Bukit,1.4507614,124.980635
Sulawesi,Sulawesi Utara,Minahasa Utara,Dian Foot North Minahasa,4.3,400,Bukit,1.4368343,124.9930476
Sulawesi,Sulawesi Utara,Minahasa Utara,Pariwisata Riverside Dinamunen,4.5,53,Taman,1.420388,124.958455
Sulawesi,Sulawesi Utara,Minahasa Utara,Penjara Tua Kema,4.3,44,Taman,1.3650636,125.0758135
Sulawesi,Sulawesi Utara,Minahasa Utara,Rumah Alam Manado Adventure Park,4.3,1591,Taman,1.4779664,124.8910598
Sulawesi,Sulawesi Utara,Minahasa Utara,THE CHAPEL,4.7,29,Taman,1.5441479,124.9467765
Sulawesi,Sulawesi Utara,Minahasa Utara,KEK Pariwisata Likupang,4.5,22,Taman,1.6801855,125.1574818
Sulawesi,Sulawesi Utara,Minahasa Utara,Ekowisata Mangrove Desa Bahoi,5,3,Taman,1.7180899,125.0199804
Sulawesi,Sulawesi Utara,Minahasa Utara,Kompleks Waruga Sukur - Sarcophagus - Minahasan Bovengrondse Tombe,4.4,17,Monumen,1.4334353,124.9605908
Sulawesi,Sulawesi Utara,Minahasa Utara,Pancuran Tumetenden,5,3,Air,1.419794,124.9754024
Sulawesi,Sulawesi Utara,Minahasa Utara,Lasut Garden,4,42,Taman,1.4777363,124.9169552
Sulawesi,Sulawesi Utara,Minahasa Utara,NAMAR JAYA kolam renang rekreasi,4.3,9,Air,1.5021338,124.9827312
Sulawesi,Sulawesi Utara,Minahasa Utara,Kolam Renang Yordan,4.7,38,Air,1.4505682,124.9423705
Sulawesi,Sulawesi Utara,Minahasa Utara,Kolam Renang Papirus,4,50,Air,1.493952,124.9274467
Sulawesi,Sulawesi Utara,Minahasa Utara,Triple M,4.3,78,Air,1.4746769,124.9258306
Sulawesi,Sulawesi Utara,Minahasa Utara,Kolam Renang Warat Warukapas,4.5,71,Air,1.5182181,124.9949604
Sulawesi,Sulawesi Utara,Minahasa Utara,Kebong CK Warukapas,4,4,Air,1.517572,124.9920754
Sulawesi,Sulawesi Utara,Minahasa Utara,Kolam Sanding,4.3,6,Air,1.527846,124.9489141
Sulawesi,Sulawesi Utara,Minahasa Utara,Kolam Renang dan Pancing Lembah Walinouw,4.4,38,Air,1.4070145,124.988566
Sulawesi,Sulawesi Utara,Minahasa Utara,Sweetmarfel Swimmingpool,4.5,38,Air,1.412402,125.0914774
Sulawesi,Sulawesi Utara,Minahasa Utara,Luis Swimming Pool,4.5,206,Air,1.4444958,124.9558129
Sulawesi,Sulawesi Utara,Minahasa Utara,Sellarya Puma Swimming Pool,4.6,84,Air,1.4752016,124.8996004
Sulawesi,Sulawesi Utara,Bitung,Tugu Trikora,4.3,330,Monumen,1.4320218,125.1976851
Sulawesi,Sulawesi Utara,Bitung,Kebun Binatang Tandurusa,3.9,519,Taman,1.4550379,125.2119887
Sulawesi,Sulawesi Utara,Bitung,Pantai Kahona,4.1,144,Air,1.3984673,125.1865419
Sulawesi,Sulawesi Utara,Bitung,Miniatur Menara Eiffel Bitung,4.4,118,Taman,1.444509,125.1872267
